Year,Movie,Poster_URL,Genre,TMDb_Rating,TMDb_Vote_Count,Popularity_Score,Release_Date,Runtime_Minutes,Box_Office_USD,Director,Primary_Studio_or_Platform,Overview
2013,Coin Toss,https://image.tmdb.org/t/p/w500/73pncIwNjbNDDLG2pedcHOTFrBV.jpg,"Drama, Comedy",9.5,1,1.3872,2013-01-12,97,0,Satya Kharkar,,"In the best screwball comedy tradition, This award winning film  tells the story of love and luck turning on the toss of a coin. Tom Benett is trying to do the right thing, but his good intentions keep getting derailed by his scheming fiancé and a hustler who want his $350 million dollar lottery ticket. Mix in skulduggery with a stolen investment formula, a childhood sweetheart, and a couple of homicidal pensioners, and Tom has a long way to go before he learns that it's okay to lose once you've learned what's worth winning!"
2017,Our Dream Christmas,https://image.tmdb.org/t/p/w500/aaHUX6cUkn4Lj32dnRXpt613vrW.jpg,Drama,4.0,1,1.2497,2017-12-22,98,0,Honesty Edwards,New Kingdom Pictures,"It's Christmas Eve in Los Angeles, and hardworking Gabby, her husband and their two kids, Amber and TJ, are fresh from Mississippi to spend Christmas with her mother and brother. With her mother dying, the family wanted to spend one last Christmas together. Over the course of two days, Gabby uncovers the truth about her wayward husband, defends herself against her sick, judgmental mom, widens the gap between her pre-teen daughter and herself, and faces a potential job loss."
2017,Christmas Connection,https://image.tmdb.org/t/p/w500/tFeLk3FgGTO8LahmFdMVAWopvqW.jpg,"Drama, TV Movie, Mystery, Romance",5.982,57,1.6196,2017-12-17,84,0,Steven R. Monroe,,"Adventurous flight attendant Sydney’s plans for a tropical Christmas get delayed when she helps an unaccompanied minor get home to Chicago to her dad Jonathan, a handsome widower and investigative reporter. Faced with a shortage of out-going flights, Sydney is marooned for several days in the Windy City – once her home as a small girl — and tags along with Jonathan, his daughter, and their exuberantly festive family until she can find a connecting flight. Jonathan makes her a deal: he helps her chase down the story of how her late parents met, and she helps him to write the perfect Christmas story and keep his job, and along the way, sparks form between them."
1982,Ziggy's Gift,https://image.tmdb.org/t/p/w500/rYhrnjXu3jlyLOxamIOuRvZFAbn.jpg,"Family, TV Movie, Animation, Comedy",6.25,12,1.2825,1982-12-01,24,0,Richard Williams,"Universal Press Syndicate, Welcome Productions","Ziggy gets a job to be a street Santa on Christmas Eve from a crooked boss, but the magic of the season allows the lovable loser to do more good than anyone expects."
2014,Seasons of Love,https://image.tmdb.org/t/p/w500/tC7GMebDkc5bmB7PDWLdpzVKCn2.jpg,"TV Movie, Romance",3.2,9,1.3276,2014-11-23,86,0,Princess Monique,"Game 7 Films, Lifetime","Set in the picturesque backdrop of New York, ""Seasons of Love"" is a romantic, soulful holiday drama about two people who struggle to find love against the odds, while reconciling with the past and learning the true value of family."
2021,'Tis the Season to be Merry,https://image.tmdb.org/t/p/w500/539aWeHrqkbaUz2Dw4m07zBARhU.jpg,"TV Movie, Comedy, Romance, Drama",6.093,54,1.8285,2021-12-19,84,0,Gary Yates,"Hallmark Media, The Cartel","Looking for a fresh angle to her book on relationships, Merry heads to snow-covered Vermont. She finds a new perspective and Christmas cheer with charismatic aid worker Chris."
2016,A Dream of Christmas,https://image.tmdb.org/t/p/w500/zArq5FAPcaMPe1xv6b0ZmDEyK9a.jpg,"Drama, Romance, TV Movie",6.297,91,1.5605,2016-12-03,84,0,Gary Yates,"Storybox Entertainment, Hallmark Media","When a restless young married woman is granted a wish by a Christmas Angel to be single again, she soon discovers her new life isn't what she bargained for, and embarks on a quest to win her husband back."
2007,The Perfect Holiday,https://image.tmdb.org/t/p/w500/AoGUYjqPWTyF1DSlM9sJhG8QPGU.jpg,"Comedy, Romance, Family",5.343,51,1.8962,2007-12-12,96,5800000,Lance Rivera,"Yari Film Group, Destination Films, Truenorth Productions","Nancy Taylor, a divorced mother of three, feels especially lonely during the holidays. All she wants for Christmas is to meet a nice man - even just a nice compliment would make her day. Sensing her sadness, Nancy's little girl, Emily, has a plan to make her mom happy again. She shares her Mommy's wish with shopping mall Santa, Benjamin Armstrong. And Benjamin, who is also a struggling songwriter, knows exactly the right words to say."
2025,A Royal Montana Christmas,https://image.tmdb.org/t/p/w500/uZAlg4qaZONhLcco7n8hFzWLBsU.jpg,"Romance, TV Movie, Comedy, Drama",7.636,11,1.5835,2025-10-18,84,0,Peter Benson,"Hallmark Media, Lighthouse Pictures",A princess looking to decompress before the holidays heads to a Montana ranch and meets a charming guide.
2017,Miss Me This Christmas,https://image.tmdb.org/t/p/w500/uIARgYFwz6fVAT6qzzcTvncgHDf.jpg,"Comedy, TV Movie",5.2,28,1.887,2017-11-01,87,0,Kenny Young,TV One,"Regina and Franklin are seemingly the perfect couple, the toast of all their friends and married on Christmas Day six years ago at the famed Chesterton Hotel. At Thanksgiving, they have a huge fight and trusts are broken -- they decide to divorce. Their divorce will be final on Christmas Day. Regina decides to move in to her best friend Trish's suite at The Chesterton Hotel."
2015,'Tis the Season for Love,https://image.tmdb.org/t/p/w500/cpWLQw59uTsrz27bDyPMrxn0Y.jpg,"Romance, TV Movie",5.787,61,1.5948,2015-11-01,84,0,Terry Ingram,,An out-of-work New York City actress returns home to the quaint small town she escaped 10 years before and finds a place far different than the hamlet she left. She suddenly finds performing possibilities and even romance that kind of blow her away.
2014,Santa Company,https://image.tmdb.org/t/p/w500/gEHBJSnIywHeAHyoMjOmTrNj9Fp.jpg,"Fantasy, Animation",5.833,6,1.4082,2014-10-25,28,0,Kenji Itoso,Kenji Studio,"Noel is an 11-year-old girl who despises Christmas. She has lived with her father ever since her parents divorced three years ago, but her father ends up busy at work every Christmas and she cannot play with her friends from school.  On a lonely Christmas Eve, Noel takes her usual apartment complex elevator ride to her home, but when the doors open, she finds herself lost in a humongous factory—owned by Santa Claus. Santa Claus has gone corporate as Santa Company with the motto ""Swiftly, surely, secretly."" The outfit takes orders and delivers top-notch presents to children in the utmost secrecy. Noel meets some new friends, and together, they take off in a sled to deliver presents."
2015,Wish Upon a Christmas,https://image.tmdb.org/t/p/w500/surHQPQ2vamUpWZgUA8S5oHasUf.jpg,"Drama, Romance",5.0,25,1.3113,2015-12-13,90,0,Terry Ingram,,"When business executive Amelia returns home to help a family-run ornament company, the employees see her as their savior who is coming in to rescue the company. They are heart-broken and shocked to learn that her plan to get the company on track involves massive layoffs. As Amelia prepares for the holiday ‘trimmings’, she finds herself rekindling an old romance with her high school boyfriend Jesse, who is also the company’s owner. She also soon begins to see the charm of the local business – but will she be able to save it in time?"
2013,A Madea Christmas,https://image.tmdb.org/t/p/w500/tbwm8GptynNoxbkC5AhjYMYfnn7.jpg,"Comedy, Drama",6.436,163,1.9717,2013-12-13,99,53396635,Tyler Perry,Lionsgate,Madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for Christmas.
2020,Christmas Tree Lane,https://image.tmdb.org/t/p/w500/vs5yakgP0dmgi5WjbyfgkegF0V6.jpg,"Romance, TV Movie",6.686,35,1.8389,2020-10-24,80,0,Steven R. Monroe,Hallmark Media,"Music store owner Meg spearheads the community effort to save the Christmas Tree Lane shopping district from demolition. As she finds herself falling for Nate, a recent acquaintance, she’s thrown when she learns his surprising tie to the developer."
2021,The Christmas Thief,https://image.tmdb.org/t/p/w500/gjRlM0MJsbvxg9jgXILoE9u4g98.jpg,"TV Movie, Drama, Comedy, Romance",4.7,9,1.2946,2021-12-12,85,0,Danny Salles,Thriller Films,"Lana Lawton, a fledgling private eye home for the holidays, realizes the only way to save her career is by solving a string of local burglaries where the main suspect is Santa Claus. With little evidence and having to contend with a local detective with an investigative style that clashes with hers, the season may prove to be anything but holly and jolly."
2018,A Legendary Christmas with John & Chrissy,https://image.tmdb.org/t/p/w500/aQ7ayfNZYfFQyJrwKx9GExGqI6F.jpg,"Music, TV Movie",7.3,3,1.6816,2018-11-28,43,0,Ryan Polito,"Universal Television, Friends At Work, Done+Dusted","John Legend and Chrissy Teigen celebrate with friends, family and song."
2016,"Love Always, Santa",https://image.tmdb.org/t/p/w500/5RXu0jaDXzxzqjtVDYLW5BbGuiA.jpg,"Romance, Comedy, TV Movie",5.8,52,1.7556,2016-11-06,84,0,Brian Herzlinger,,"After losing her husband Bradley three years ago on Christmas Day, Celia Banks never thought she’d fall in love again. Now, her entire world revolves around taking care of her daughter, Lilly. Lilly writes a letter to Santa with one wish – for her mommy to be happy and find love again."
2007,Noelle,https://image.tmdb.org/t/p/w500/fIMG59xYeKd81R9iMz5KgDCcjvw.jpg,Drama,6.15,10,1.5558,2007-01-01,90,242924,David Wall,Volo Films,"Father Jonathan Keene – a cold, impatient Catholic priest – arrives in a tiny fishing village the week before Christmas to do what he does best: shut down a dying parish..."
2020,Christmas Ever After,https://image.tmdb.org/t/p/w500/aL3ayZ4IRrYxESdPkQNybaYKAz6.jpg,"Romance, TV Movie",6.5,18,1.3396,2020-12-06,80,0,Pat Kiely,"MarVista Entertainment, Neshama Entertainment, Vroom Productions","Popular romance novelist Izzi Simmons spends every Christmas at her favorite snowy bed & breakfast, but this year, she's faced with an impending deadline and a severe case of writer's block. Luckily, inspiration strikes in the unlikely form of the B&B's new owner Matt, who bears an uncanny resemblance to the handsome hero from Izzi's novels. As both partake in the lodge's annual itinerary of Christmas activities, Izzi's writer's block is cured and the first pages of her and Matt's own love story may just be beginning."
2023,A Royal Date for Christmas,https://image.tmdb.org/t/p/w500/eL9cdpKgHDSI87fH1xmBss6uga1.jpg,"Romance, Comedy, TV Movie",5.8,60,1.88,2023-11-25,84,0,Bradley Walsh,"Motion Picture Corporation of America, Hideaway Pictures, HP Styled Christmas Productions","Bella Sparks, owner of Bella’s Boutique, takes on a demanding new client named Stefan, who needs to be outfitted for a week of high-stakes meetings and events after his luggage goes missing. Imagine Bella’s reaction when she accidentally discovers Stefan is actually Stefan William Francis Brown, the Duke of Tangford."
2019,Staging Christmas,https://image.tmdb.org/t/p/w500/oWKShJWW4iGB2nz2OZqMiE7efBO.jpg,"Romance, TV Movie",5.5,20,1.5495,2019-11-29,90,0,Amy Barrett,"Hybrid, Lifetime","Lori stages homes for a living and her busiest season is Christmas! Though she normally only stages homes that are for sale, she’s intrigued when a wealthy widower named Elliot asks her to stage his home for the holidays to cheer up his daughter, Maddie. As Lori spends more and more time with Elliot and Maddie, she starts to feel like part of the family."
2011,Jackpot,https://image.tmdb.org/t/p/w500/44IvrRM7US4rjMeNx2bvu9IyXRo.jpg,"Action, Comedy, Crime",5.957,46,1.7302,2011-12-02,86,0,Magnus Martens,"Det Danske Filminstitut, Zentropa Entertainments, Fantefilm","Terrified and bloody, Oscar Svendsen awakes clinched to a shotgun in a strippers joint. Around him 8 dead men, and police aiming at him. To Oscar it's clear that he is innocent. It all started when four chaps won 1,7 million on the pools."
2006,A Christmas Wedding,https://image.tmdb.org/t/p/w500/ntLh3CTvte6TSk0Y3gkb58EqdkG.jpg,"Comedy, Family, Romance, TV Movie",5.485,33,1.5067,2006-12-11,89,0,Michael Zinberg,Magic Rock Productions,"Emily (Sarah Paulson) and Ben (Eric Mabius) find their plans to marry on Christmas day coming apart at the seams when Ben is left to plan the wedding details after Emily is forced to go on a business trip. Though Emily, a perfectionist, is determined to have a fairytale wedding, she realizes that love is all that really matters when a freak storm threatens to keep her from making it home in time for the big day."
2022,Cloudy with a Chance of Christmas,https://image.tmdb.org/t/p/w500/2Gw146k9oKhurLirfKD4cuw5ctB.jpg,"TV Movie, Comedy, Romance",4.8,11,1.587,2022-12-02,90,0,Jake Helgren,"The Ninth House, Nicely Entertainment","When a weather forecaster is asked to host her network's annual snow-cast in the wintry town of Leavenworth live with the network's morning show host and a longtime rival of hers, tension brews and romantic sparks fly between them on air."
2014,My Dad Is Scrooge,https://image.tmdb.org/t/p/w500/nW2DrKfQzn1Z0KfB4pZlpSGdIEz.jpg,"Family, Comedy",6.1,12,1.3615,2014-11-10,87,0,Justin G. Dyck,"Brain Power Studio, MarVista Entertainment","""A Christmas Carol"" turns into ""A Christmas Corral"" as the animals of Woodsley's Farm help Oliver and his little sister June stage the classic tale to shock their Dad into embracing the spirit of the holidays."
2022,Dognapped: Hound for the Holidays,https://image.tmdb.org/t/p/w500/iJdkOb2IvMZVVoTFR2BanDsrVOF.jpg,"TV Movie, Comedy, Romance",5.579,19,1.6028,2022-11-27,84,0,Fred Olen Ray,Hybrid,"When an egotistical social media influencer's dog is kidnapped, her long-suffering assistant teams up with charming local vet to find the puppy before Christmas. As the two investigate suspects, they form a romantic bond along the way."
2022,A Christmas Cookie Catastrophe,https://image.tmdb.org/t/p/w500/uKow4E46OiKD70nyQLn0KgkGfxN.jpg,"TV Movie, Comedy, Drama, Romance",5.635,37,1.5715,2022-11-27,84,0,Jeff Beesley,"The Cartel, Cookie Catastrophe Pictures","Annie Cooper has big shoes to fill when she takes over as CEO of her late grandmother’s small-town cookie company and is doing her best to help their struggling business get back on track. That task gets more daunting when her grandmother’s secret recipe is stolen during the Christmas party. As Annie tries to crack the case and uncover the culprit she works with Sam, the owner of a local bakery, to recreate the recipe in the hope of saving the company and her job.  As Annie and Sam bake batch after batch in pursuit of the perfect one, they begin to learn that their lives go together like milk and cookies."
